place_id,type,reviews,rating
ChIJc3IBSS23lUcRmEtCDpXXE-Q,Photo shop,10.0,5.0
ChIJ0fqOKS-3lUcRaNB9MejlH_U,Photo shop,,
ChIJ6eRBkA-3lUcR4ybOOiYCf6E,Tax consultant,,
ChIJWbP1ggO3lUcRfznl6aNaWVM,Tax consultant,3.0,3.7
ChIJfff3d1W2lUcRkqoZwII2mnQ,Tax consultant,1.0,5.0
ChIJAQCcPKu3lUcR4w6Je-qj1wE,Gardener,7.0,4.9
ChIJocyGuCe3lUcR7S4JQ7g7Yh8,House clearance service,,
ChIJ-9u8139-C0ERQMf3Nb8Nqac,Thai massage therapist,6.0,5.0
ChIJHZfKqx23lUcR73ZgOvr8-t0,Thai massage therapist,17.0,4.8
ChIJBfTqywO3lUcRcvo5g90BIYI,Massage therapist,101.0,4.8
ChIJs0KP9gK3lUcRYtfFv9Ujaeg,Massage therapist,11.0,5.0
ChIJ93wiAgS3lUcRto5eK4uab1w,Massage therapist,1.0,5.0
ChIJC0VLfcC3lUcRoDGfO6Zf66A,Physical therapist,2.0,5.0
ChIJ3VvEpAC3lUcRrfCmFeBKYls,Physical therapist,,
ChIJIbG2139-C0ERMA4UY9JChaA,Physical therapist,,
ChIJvQ2h8Ai3lUcRXuqlbYqIvS8,Physical therapist,10.0,4.2
ChIJT547UAK3lUcRf_potbDQkXo,Physical therapist,3.0,4.3
ChIJ907pqQe3lUcRT79HxethRtA,Physical therapist,2.0,5.0
ChIJAQBkVwK3lUcRYT3chpivnj0,Physical therapist,2.0,5.0
ChIJu3BfBtSOsUcRghRVj11ge8Q,Physical therapist,6.0,5.0
ChIJl5pADwO3lUcRYO_GLu2WObI,Physical therapist,,
ChIJVWGkX7yIbS8RfsJEYG2pxgw,Physical therapist,3.0,5.0
ChIJoXrNgTq3lUcRN9lstqAdVQg,Massage spa,2.0,5.0
ChIJi7W_XBO3lUcRwkDr-ReaI28,Bank,,
ChIJ562K0z8hvkcR76O94CAiJ-U,Bank,11.0,4.6
ChIJlfFNvFW2lUcRC1bgAcF6KSc,Bank,12.0,2.8
ChIJLRow9VC3lUcRQN-Ubw0s5Zk,Bank,2.0,3.0
ChIJT5xKjBa3lUcRSj_51v_d4Ow,Bank,6.0,3.8
ChIJk10SbAS3lUcR62LE8kIEgkE,Bank,65.0,4.8
ChIJgwziyAO3lUcRh8m5swhnPAQ,Bank,25.0,3.4
ChIJW0tNvFW2lUcR2smwylB1TzA,Bank,1.0,5.0
ChIJgwziyAO3lUcRfxZX74jHQ8c,Bank,1.0,4.0
ChIJDfN9bpq3lUcRs3qm_YsCsQs,Bank,,
ChIJl3R_cAG3lUcRUJvuNQRt-sI,Insurance agency,27.0,4.8
ChIJQ9L5gRa3lUcRG0C9qCcP6uI,Insurance agency,2.0,5.0
ChIJadbrvHi3lUcR12LbbvKzSKU,Insurance agency,1.0,5.0
ChIJT9eyM663lUcR-LQvt7zTYlM,Insurance agency,,
ChIJUaPxfQe3lUcRMarus0ZU_2I,Insurance agency,,
ChIJXz0mFWe3lUcRZf0HH6RR3ew,Veterinarian,64.0,4.0
ChIJt_fvZXi2lUcR59608twm5o8,Veterinarian,17.0,4.6
ChIJdxjHWgK3lUcR9WzkEUY9XTg,Veterinary care,,
ChIJA5fZhPi2lUcRn1jHRcR7OG8,Financial consultant,,
ChIJty6mARG3lUcRRR6fMZnlfkM,Consultant,,
ChIJqyoB-P3XnUcRrBXcfyS0K3s,Consultant,,
ChIJWfjuKvu3lUcRAzLzW6R4ypk,Consultant,,
ChIJPYLcnKS2lUcRyo6Gza_xkB0,Consultant,,
ChIJGZeaQP63lUcR8r_6ZS36Uzk,Consultant,,
ChIJ98sE9QC3lUcRBx857PClfOM,Consultant,3.0,4.3
ChIJiUNo2xu3lUcRF2_4G0wjAhs,Consultant,6.0,4.8
ChIJCag9-Ke2lUcRVulrP2zhVrQ,Consultant,15.0,5.0
ChIJD44VYCC3lUcRogeGGLTKw8Q,Consultant,1.0,5.0
ChIJJYLadt-2lUcReMltFoYI0Q0,Consultant,1.0,1.0
ChIJ80jj5sSvlUcRClENzwqZfqo,Consultant,3.0,3.7
ChIJ-yLlQhu3lUcRI1vNYIx16JI,Consultant,,
ChIJ47SpUgS3lUcRzWL7fF6YNxU,Consultant,,
ChIJs52vBA66lUcRsUBShnhZWTc,Consultant,,
ChIJeb8Zzn-3lUcRRxTGW5R8OkY,Consultant,,
ChIJ65_q3Qi3lUcRFk-pTlBgd4I,Consultant,4.0,3.5
ChIJlbAd3c23lUcRcG-bD2ZcMMM,Consultant,,
ChIJo1zIPky3lUcRNRjs7Sj_IEo,Consultant,1.0,5.0
ChIJoTC3Aaa2lUcR33O1HTL8_7o,Consultant,,
ChIJoS7anI62lUcR-p0iafcBBZ0,Consultant,1.0,5.0
ChIJV8kpdN-2lUcRCtFSEVlls8U,Consultant,5.0,4.8
ChIJVTMxm_6zlUcR-BbTUbMKVis,Consultant,2.0,5.0
ChIJ4eD3fHu3lUcRzMneWpUUaLQ,Consultant,,
ChIJUQAEmfu2lUcRBj8xBMHLuAM,Consultant,,
ChIJu-qRMie3lUcRbs925uMdB-w,Consultant,1.0,5.0
ChIJa_o8JPu2lUcRp_v8QrHNGdU,Consultant,,
ChIJBzdghwG3lUcRNlo_xVcI_74,Consultant,1.0,3.0
ChIJDemcdt-2lUcRMppCNKg-kX0,Pharmacy,22.0,4.8
ChIJwX_sJdG3lUcRRcaaHRGlypQ,Counselor,,
ChIJzQkvUu63lUcRGUHZIkIULLc,Counselor,,
ChIJ-zKcsFO2lUcReqkqTGMWeYs,Life coach,,
ChIJORjycVG2lUcRNx1djXHixJw,Psychotherapist,,
ChIJl5pADwO3lUcR0KpzUVHch_s,Psychotherapist,7.0,3.9
ChIJd2KJZPy2lUcR5oKFHgSL3Q8,Psychotherapist,,
ChIJzcG-Vaq3lUcRiYXdV4Jdoe0,Psychotherapist,2.0,5.0
ChIJd6WQuQO3lUcRWkpGbraCq9U,Psychotherapist,,
ChIJX6-HSlqxlUcRXz0dAXFaIw4,Psychotherapist,,
ChIJQZ9d7rO3lUcRjqzeKN5SJkc,Occupational therapist,14.0,5.0
ChIJ_0NI6QO3lUcRDg5epBfDKsY,Occupational therapist,11.0,5.0
ChIJHZfKqx23lUcRCuvPPFc6RVk,Occupational therapist,,
ChIJzcPY-wO3lUcRIqQ7pBjSdX8,Occupational therapist,,
ChIJzx4Ec2K3lUcRtBA-FHwdTB8,Coaching center,,
ChIJN2ITKJK3lUcRz6DCOnld2OI,Coaching center,1.0,5.0
ChIJvaNQJAK3lUcRLp0iDjcMXVE,Coaching center,79.0,4.3
ChIJCQDEFFO2lUcRGre52kckO1I,Coaching center,4.0,2.0
ChIJE64ZsVm3lUcRMY0E9WlytEw,Coaching center,,
ChIJTT6TTbS3lUcRrSLd1Yguhog,Tourist attraction,2.0,4.0
ChIJPeJ1xjK3lUcRGcEYCml24MQ,Tourist attraction,3.0,5.0
ChIJKW3G9VS3lUcR11Q3Wz4G-Bc,Tourist attraction,5.0,5.0
ChIJn9s2oB-3lUcRXz0-MRfBNvI,Architect,,
ChIJhbSOJla2lUcRepGuwC_DAG4,Artist,,
ChIJ4_l3X1a2lUcR0a49fiqNK7I,Artist,4.0,5.0
ChIJPcC-tOG2lUcREUWG7jo2Ves,Garden,6.0,4.5
ChIJhXe74FK2lUcRERrpBj0E-7M,Garden,,
ChIJL5R3SsW3lUcRLnxCZ6wP4pQ,Garden,2.0,5.0
ChIJgZ59vAG3lUcRO4rDLv2MJOk,Garden,55.0,3.4
ChIJlcioVgO3lUcR0ZIBPjLsUoo,Garden,,
ChIJLZTp3K23lUcRH08HYpG9-NE,Garden,5.0,4.2
ChIJ8xKanuC2lUcRAGhe_cPehWQ,Garden,35.0,3.9
ChIJvXQWlai3lUcRhXZBH8KfuaY,Garden,18.0,4.3
ChIJe5tH1QC3lUcRQM4jGb71JuI,Garden,198.0,4.2
ChIJ9ZWq-5a3lUcRtzIv5nXn2Bs,Garden,6.0,5.0
ChIJkeayNAG3lUcRhi4hbEMPkaQ,Public health department,4.0,2.0
ChIJYRVQPVS2lUcR2M2rsi0cS_M,Psychologist,,
ChIJ7dxVMQK3lUcRpERpz0p2a90,Money order service,3.0,3.3
ChIJiafWTwK3lUcRMB94mUcl8tY,Property management company,58.0,4.5
ChIJvRLng4B-C0ERnT_PRgFVcFU,Property management company,6.0,3.7
ChIJ701Mdf-2lUcRUJm-S5_UHAg,Property management company,40.0,3.7
ChIJS1602jS3lUcRNcx-CNTLnsg,Property management company,3.0,5.0
ChIJBQ-3iZ-3lUcRGAx2jHez6zw,Property management company,13.0,4.7
ChIJAQD0ZQS3lUcRA6Puvp0pgkQ,Property management company,7.0,5.0
ChIJaxalVNm2lUcR4-OnPrddpMM,Bakery,37.0,4.5
ChIJNc6piQS3lUcR8But1EJt708,Website designer,9.0,5.0
ChIJo82stMe3lUcRRKtXO_WI07g,Website designer,18.0,4.9
ChIJfwLYc5m3lUcR-Tdr31nyInY,Website designer,,
ChIJ_VOzqQO3lUcRrP4sXysQdRs,Website designer,,
ChIJscsJAMC3lUcRGSV48yQDjT4,Design agency,,
ChIJO7z5RAO3lUcRYxK6ordFDIY,Design agency,,
ChIJ6d6opqu3lUcRcLO39AsTiK4,Furniture maker,,
ChIJ7dUD3Nu2lUcR-chUD6rhjlE,Photographer,,
ChIJd8-UGgC3lUcRQeA_BOncmEk,Photographer,2.0,5.0
ChIJtZc0GAK3lUcRjbM3G8YQupg,Contractor,23.0,4.8
ChIJSSmKs-e2lUcRukvSPtG5DXs,Scaffolding service,2.0,5.0
ChIJ74Z_C9-2lUcRxl8eT9lcfUU,Carpenter,5.0,5.0
ChIJ97gx1Ve2lUcR9HhoiOyRPDs,Student dormitory,139.0,4.1
ChIJVyfo6_u2lUcRUJ45VcOoZjw,Real estate agent,5.0,4.2
ChIJhSh3GtV9C0ERJxjmp2TxrSI,Real estate agent,5.0,4.2
ChIJ8zo83RG3lUcRdmiOm_fa5FA,Real estate agent,,
ChIJBzdghwG3lUcRVuT0C-fT6yM,Real estate agent,1.0,5.0
ChIJEZYKrS-3lUcRLYkzteuTc04,Water works,,
ChIJub6CgAG3lUcRraQc04Ze11M,Cell phone store,16.0,5.0
ChIJhXODNAK3lUcR23EE1L3yVAQ,Cell phone store,,
ChIJq6rqKgK3lUcR-ysTKV_h1Qo,Cell phone store,,
ChIJXxxq-gO3lUcRmiZy74fvBrY,Locksmith,46.0,4.6
ChIJ1wLY9_-3lUcRRtF2dlfK1mA,Moving company,13.0,3.5
ChIJDdbhN3W3lUcRrKcDrUbZqS0,Moving company,2.0,1.0
ChIJY8A9Rna3lUcRZn81HuEIzb4,Moving company,7.0,4.0
ChIJ2ZwanAe3lUcRf65fOBy27hU,Moving company,6.0,4.0
ChIJPeZ6KgK3lUcRfGXMmII6X-Y,Shopping mall,167.0,3.0
ChIJyQL9i663lUcR0OhkwDgJhZY,Shopping mall,976.0,4.2
ChIJBesWzQO3lUcROvJrwHwKVOc,Market,283.0,3.8
ChIJn8S1xgO3lUcR-9YvNBRLIqU,Department store,2.0,5.0
ChIJay9BpQO3lUcRIH-l_hkGsSs,Department store,4.0,5.0
ChIJ3almhwG3lUcRKQDjhSOdxOg,Department store,,
ChIJaY28XFq3lUcRKc2YTXE1ioQ,Department store,1.0,2.0
ChIJU4TIG763lUcR7SGgLtoiM0o,Travel agency,15.0,4.2
ChIJCwsKzgO3lUcRlCjceUHrIg0,Travel agency,,
ChIJZTVhGBC3lUcRPUFOXzcsJ3o,Travel agency,3.0,5.0
ChIJYQpykwS3lUcRCiM2kY7qn8c,Travel agency,1.0,5.0
ChIJOwXqRAe3lUcRrW7sbOZyOfo,Travel agency,1.0,4.0
ChIJAZ1kpAO3lUcRqp22BI5BeeQ,Optician,13.0,4.9
ChIJs7OtWQK3lUcROO8pYjldpAM,Optician,8.0,4.9
ChIJa9HUzQO3lUcRys-0e_A3UhQ,Optician,25.0,3.9
ChIJpTb_V6q3lUcR0aM6KfS59vo,Optician,,
ChIJJa0lgsm3lUcR3CyuqtuyP-g,Internet marketing service,4.0,5.0
ChIJVbEl9hG3lUcREbpsbHk2AFc,Sign shop,1.0,5.0
ChIJiyoD42e3lUcRSvN2rfBtlb0,Aged care,7.0,3.9
ChIJGd9lFaO3lUcRYkeLFndAvlM,Corporate office,,
ChIJl5pADwO3lUcRBWJDbTCu-Bk,Skin care clinic,,
ChIJcz5PUt22lUcRDTkFA7mDpxE,Medical clinic,,
ChIJZ2oo3hO3lUcRUUcFFsS1-C0,Car wash,104.0,3.6
ChIJWxoS21O2lUcRH66aSTgCfGs,Car wash,5.0,4.4
ChIJc2zibhG3lUcRwS38FL8wUq4,Shipping and mailing service,3.0,5.0
ChIJU4GWHAO3lUcRrWPtA7y2nVE,Shipping service,,
ChIJ5wssbqe2lUcRgS7UI_k7bZI,Shipping service,1.0,1.0
ChIJXWEmlPu2lUcR6uzN5XyE2gs,Shipping service,,
ChIJOeTHQxu3lUcR_nyny0huFTc,Print shop,7.0,4.3
ChIJiUEKgQG3lUcRuhauuY94eEM,Post office,296.0,4.1
ChIJn_SCMAG3lUcRvJM5ptVgt7w,Educational institution,,
ChIJKeR4_hGulUcREQ0leu4pkXo,Educational institution,1.0,1.0
ChIJ0Utl5o-3lUcR6z8wtNipFNo,Educational institution,,
ChIJx30w2Au3lUcRgqjLM1b98Pw,Educational institution,,
ChIJnxk39dR9C0ER7jvfLRWNrXA,Educational institution,24.0,2.7
ChIJQW4Nid-2lUcRd91JEFxvoFQ,Educational institution,3.0,5.0
ChIJcxXVwau3lUcROhm9n37CoXs,Educational institution,,
ChIJGUAiqNi2lUcRl1_-I0Pqp1w,Educational institution,2.0,4.5
ChIJiyU1eam3lUcRW_RjbB7fnfo,Educational institution,1.0,5.0
ChIJtwVmBgS3lUcRlnb20K_x3xc,Educational institution,11.0,4.0
ChIJeyFybCK3lUcRejiHOo574M0,Educational institution,2.0,5.0
ChIJ6UkjVve3lUcRNnefejH1wJA,Educational institution,,
ChIJfUThhVO2lUcRcQMjs-iG4HM,Educational institution,10.0,4.9
ChIJcZb7cKm3lUcRXLRWS51IIRQ,Educational institution,7.0,3.9
ChIJj2Uhrwa3lUcRtfThStN5-T8,Educational institution,13.0,4.4
ChIJi4IX_dR9C0ERTcbCwdJ4KEc,Elementary school,3.0,4.3
ChIJVVVVgAG3lUcRfyqwKgQd51Y,School,2.0,3.5
ChIJ9dUAT1O2lUcR_aTHsbN2nmA,School,,
ChIJo-E5xta1lUcRamNzkVxxmEk,School,,
ChIJ9wMGNau3lUcRg2e8dXQc914,Computer support and services,4.0,4.0
ChIJxzYU5BK3lUcRNgnHQaVeHyA,Software company,,
ChIJCaIp28S3lUcRkmKdais_lMg,Software company,,
ChIJZVeDlvu2lUcRPYRoCwExfvw,Software company,,
ChIJ0xW3jRG3lUcRvnsS-u34L0M,Software company,10.0,4.9
ChIJRawS8g63lUcRpdae9k-4XIE,Software company,,
ChIJX0wfl_22lUcRA_uNj0hySGg,Software company,25.0,4.7
ChIJhw1ut9-2lUcRg0NFivGjj_Y,Software company,2.0,5.0
ChIJ__-jY1K2lUcRTy53tOs-R2c,Software company,,
ChIJXWiLBRG3lUcRbPQrmZ2jswc,Software company,,
ChIJR5CGJAC3lUcRZZ00nNoiDTc,City or town hall,,
ChIJnRuLEru3lUcRl1IBEiv4lsY,Auto tag agency,,
ChIJLb_and-2lUcRdttk5bvBAS0,Tattoo shop,4.0,4.8
ChIJs0KP9gK3lUcRZvzinq9ITn0,Real estate agency,1.0,3.0
ChIJ8eDEru63lUcRG8FmmaHXF6s,Sheltered housing,,
ChIJN2l2DGW3lUcR6wDuAp1u_gc,Cemetery,,
ChIJEfHdHlC2lUcRrPN29pmu3AQ,Lake,2.0,5.0
ChIJOY2JY7K3lUcRcCNeNErgLcs,Lake,2.0,4.0
ChIJGXYfY-e2lUcRBMAuFE3eW1M,Lake,,
ChIJqfB5fdi2lUcREnQrERytEQk,Lake,2.0,3.5
ChIJr_VGJx23lUcRwp6iumpV5lk,Lake,2.0,4.5
ChIJ03B50gC3lUcRTNigLmGoeIU,Lake,,
ChIJ92LVeRe3lUcR3K6DNp4jLYQ,Lake,,
ChIJz3iiuw-3lUcRS6F2NJWHByg,Farm,1.0,5.0
ChIJr7wXlNi2lUcR6Yy2p0lntC4,Plastic surgeon,40.0,4.7
ChIJTfZmhVa3lUcR4p_k1Ve3LCI,Holiday apartment,2.0,5.0
ChIJCdhub8e3lUcR3F9eBWsZQX8,Holiday apartment,,
ChIJVVXJcA-3lUcRxR8gckVyJr4,Holiday apartment,5.0,4.6
ChIJK06i_M-2lUcRRuTFBeON31Q,Holiday apartment,10.0,4.8
ChIJnenDiRG3lUcRcNbRbUN5sBw,Holiday apartment,2.0,3.0
ChIJE2dEjdm3lUcRzk-Q2_U7qrU,Lodging,5.0,4.8
ChIJwUuGh123lUcRxgZgz1xiBdo,Lodging,2.0,5.0
ChIJ_VQG7C63lUcRTmC5qgkF4Sc,Waste management service,19.0,4.6
ChIJJfwB7gO3lUcRiS0cy9sOxMk,Speech pathologist,11.0,5.0
ChIJzYQNquG2lUcRF28Ep9gs3aQ,Self-storage facility,25.0,4.0
ChIJEYLXSNy2lUcRQKx_xvtmTwo,Dog breeder,3.0,2.3
ChIJf4dKMFO2lUcRuI-FE3dDmwE,Electronics store,5.0,3.4
ChIJq6pG1A63lUcRXOGjwcY5S1M,Electronics store,,
ChIJpc8xzB23lUcRbz34Yy_XHJg,Store,2.0,1.0
ChIJU5Gz0aa3lUcRLR0VAvOTuH4,Store,,
ChIJeyynPNJ9C0ER5b41i47d-8E,Store,72.0,4.9
ChIJVxJnowu3lUcRne-j00iCRqU,Store,,
ChIJBwqAixi3lUcR2QUKAgeK8nE,Store,4.0,4.8
ChIJ_d3KWb63lUcRRruzOEo_S5s,Electrical engineer,3.0,5.0
ChIJ3_JClf23lUcRVIK-dsrvXeE,Fitness center,84.0,4.8
ChIJJx_465W3lUcRcONZtqFWF9g,Gym,21.0,5.0
ChIJx_7yN0y2lUcRjsTh8K-Xijc,Mountain peak,2.0,4.5
ChIJI3mId1G2lUcR12lVWdY1E9k,Mountain peak,5.0,4.6
ChIJK-cnNVW2lUcRSjLdYRri2KM,Photography service,,
ChIJc9aTPSa3lUcRu01gbRaBFxA,Fire station,,
ChIJyYuYcwa3lUcR5NJqgRk5Gvs,Fire station,14.0,4.1
ChIJ55vYcBS3lUcRW5uYQMNze3M,Gas station,317.0,4.1
ChIJxQC_Ca63lUcRt7rH9BBh6sc,Vending machine supplier,,
ChIJm13xdBm3lUcRJ-gdWzVuB9I,Manufacturer,,
ChIJD5b-rGGxlUcRpxkDUNrBNyk,Manufacturer,,
ChIJqSgwKxC3lUcRXd-0bQA5Bto,Manufacturer,,
ChIJ9dQqm_i3lUcRtXiQwv4j1A0,Manufacturer,1.0,5.0
ChIJRS2Zow-3lUcRgPF7Yc6EXJ4,Manufacturer,,
ChIJtU5ExgO3lUcRVZq1cdjHYEQ,Manufacturer,5.0,3.8
ChIJ93wiAgS3lUcRkyT4uGAJOIM,Manufacturer,,
ChIJ4xzZ_ly3lUcRN9BELJHm1LI,Tailor,11.0,5.0
ChIJv626JTC3lUcRoWV00k5iKSs,River,2.0,3.5
ChIJxTFHkFa2lUcRMoC_0Utl6F0,Dentist,13.0,4.8
ChIJw_RdwAO3lUcRRo65InOerHE,Dentist,2.0,3.0
ChIJ62l31wO3lUcRv0vF8BXYmKM,Dentist,14.0,3.9
ChIJt8t-NQK3lUcRnQDq0J2gqLY,Dentist,,
ChIJx---dwO3lUcROIz2NNqS_io,Dentist,50.0,4.3
ChIJgwziyAO3lUcR1z7fL1kTncc,Dentist,35.0,4.0
ChIJvVoXMri2lUcRN2qYb1u9_3U,Dentist,,
ChIJpSLu2L-3lUcRG0aA9yAhrqQ,Dentist,1.0,4.0
